"行政区域代码
更新时间: 2020.1
数据来源: http://www.mca.gov.cn/article/sj/xzqh/2020/2020/202003061536.html"						
序号	名称	区域编码	父级区域编码	区域等级	全称	
area_id	area_name	area_code	area_parentcode	area_level	area_allname	
2156	乐业县	451028	451000	3	广西壮族自治区/百色市/乐业县	
2157	田林县	451029	451000	3	广西壮族自治区/百色市/田林县	
2158	西林县	451030	451000	3	广西壮族自治区/百色市/西林县	
2159	隆林各族自治县	451031	451000	3	广西壮族自治区/百色市/隆林各族自治县	
2160	靖西市	451081	451000	3	广西壮族自治区/百色市/靖西市	
2161	平果市	451082	451000	3	广西壮族自治区/百色市/平果市	
2162	贺州市	451100	450000	2	广西壮族自治区/贺州市	
2163	八步区	451102	451100	3	广西壮族自治区/贺州市/八步区	
2164	平桂区	451103	451100	3	广西壮族自治区/贺州市/平桂区	
2165	昭平县	451121	451100	3	广西壮族自治区/贺州市/昭平县	
2166	钟山县	451122	451100	3	广西壮族自治区/贺州市/钟山县	
2167	富川瑶族自治县	451123	451100	3	广西壮族自治区/贺州市/富川瑶族自治县	
2168	河池市	451200	450000	2	广西壮族自治区/河池市	
2169	金城江区	451202	451200	3	广西壮族自治区/河池市/金城江区	
2170	宜州区	451203	451200	3	广西壮族自治区/河池市/宜州区	
2171	南丹县	451221	451200	3	广西壮族自治区/河池市/南丹县	
2172	天峨县	451222	451200	3	广西壮族自治区/河池市/天峨县	
2173	凤山县	451223	451200	3	广西壮族自治区/河池市/凤山县	
2174	东兰县	451224	451200	3	广西壮族自治区/河池市/东兰县	
2175	罗城仫佬族自治县	451225	451200	3	广西壮族自治区/河池市/罗城仫佬族自治县	
2176	环江毛南族自治县	451226	451200	3	广西壮族自治区/河池市/环江毛南族自治县	
2177	巴马瑶族自治县	451227	451200	3	广西壮族自治区/河池市/巴马瑶族自治县	
2178	都安瑶族自治县	451228	451200	3	广西壮族自治区/河池市/都安瑶族自治县	
2179	大化瑶族自治县	451229	451200	3	广西壮族自治区/河池市/大化瑶族自治县	
2180	来宾市	451300	450000	2	广西壮族自治区/来宾市	
2181	兴宾区	451302	451300	3	广西壮族自治区/来宾市/兴宾区	
2182	忻城县	451321	451300	3	广西壮族自治区/来宾市/忻城县	
2183	象州县	451322	451300	3	广西壮族自治区/来宾市/象州县	
2184	武宣县	451323	451300	3	广西壮族自治区/来宾市/武宣县	
2185	金秀瑶族自治县	451324	451300	3	广西壮族自治区/来宾市/金秀瑶族自治县	
2186	合山市	451381	451300	3	广西壮族自治区/来宾市/合山市	
2187	崇左市	451400	450000	2	广西壮族自治区/崇左市	
2188	江州区	451402	451400	3	广西壮族自治区/崇左市/江州区	
2189	扶绥县	451421	451400	3	广西壮族自治区/崇左市/扶绥县	
2190	宁明县	451422	451400	3	广西壮族自治区/崇左市/宁明县	
2191	龙州县	451423	451400	3	广西壮族自治区/崇左市/龙州县	
2192	大新县	451424	451400	3	广西壮族自治区/崇左市/大新县	
2193	天等县	451425	451400	3	广西壮族自治区/崇左市/天等县	
2194	凭祥市	451481	451400	3	广西壮族自治区/崇左市/凭祥市	
2195	海南省	460000	000000	1	海南省	
2196	海口市	460100	460000	2	海南省/海口市	
2197	秀英区	460105	460100	3	海南省/海口市/秀英区	
2198	龙华区	460106	460100	3	海南省/海口市/龙华区	
2199	琼山区	460107	460100	3	海南省/海口市/琼山区	
2200	美兰区	460108	460100	3	海南省/海口市/美兰区	
2201	三亚市	460200	460000	2	海南省/三亚市	
2202	海棠区	460202	460200	3	海南省/三亚市/海棠区	
2203	吉阳区	460203	460200	3	海南省/三亚市/吉阳区	
2204	天涯区	460204	460200	3	海南省/三亚市/天涯区	
2205	崖州区	460205	460200	3	海南省/三亚市/崖州区	
2206	三沙市	460300	460000	2	海南省/三沙市	
2207	儋州市	460400	460000	2	海南省/儋州市	
2208	五指山市	469001	460000	3	海南省/五指山市	
2209	琼海市	469002	460000	3	海南省/琼海市	
2210	文昌市	469005	460000	3	海南省/文昌市	
2211	万宁市	469006	460000	3	海南省/万宁市	
2212	东方市	469007	460000	3	海南省/东方市	
2213	定安县	469021	460000	3	海南省/定安县	
2214	屯昌县	469022	460000	3	海南省/屯昌县	
2215	澄迈县	469023	460000	3	海南省/澄迈县	
2216	临高县	469024	460000	3	海南省/临高县	
2217	白沙黎族自治县	469025	460000	3	海南省/白沙黎族自治县	
2218	昌江黎族自治县	469026	460000	3	海南省/昌江黎族自治县	
2219	乐东黎族自治县	469027	460000	3	海南省/乐东黎族自治县	
2220	陵水黎族自治县	469028	460000	3	海南省/陵水黎族自治县	
2221	保亭黎族苗族自治县	469029	460000	3	海南省/保亭黎族苗族自治县	
2222	琼中黎族苗族自治县	469030	460000	3	海南省/琼中黎族苗族自治县	
2223	重庆市	500000	000000	1	重庆市	
2224	市辖区	500100	500000	2	重庆市/市辖区	
2225	万州区	500101	500100	3	重庆市/市辖区/万州区	
2226	涪陵区	500102	500100	3	重庆市/市辖区/涪陵区	
2227	渝中区	500103	500100	3	重庆市/市辖区/渝中区	
2228	大渡口区	500104	500100	3	重庆市/市辖区/大渡口区	
2229	江北区	500105	500100	3	重庆市/市辖区/江北区	
2230	沙坪坝区	500106	500100	3	重庆市/市辖区/沙坪坝区	
2231	九龙坡区	500107	500100	3	重庆市/市辖区/九龙坡区	
2232	南岸区	500108	500100	3	重庆市/市辖区/南岸区	
2233	北碚区	500109	500100	3	重庆市/市辖区/北碚区	
2234	綦江区	500110	500100	3	重庆市/市辖区/綦江区	
2235	大足区	500111	500100	3	重庆市/市辖区/大足区	
2236	渝北区	500112	500100	3	重庆市/市辖区/渝北区	
2237	巴南区	500113	500100	3	重庆市/市辖区/巴南区	
2238	黔江区	500114	500100	3	重庆市/市辖区/黔江区	
2239	长寿区	500115	500100	3	重庆市/市辖区/长寿区	
2240	江津区	500116	500100	3	重庆市/市辖区/江津区	
2241	合川区	500117	500100	3	重庆市/市辖区/合川区	
2242	永川区	500118	500100	3	重庆市/市辖区/永川区	
2243	南川区	500119	500100	3	重庆市/市辖区/南川区	
2244	璧山区	500120	500100	3	重庆市/市辖区/璧山区	
2245	铜梁区	500151	500100	3	重庆市/市辖区/铜梁区	
2246	潼南区	500152	500100	3	重庆市/市辖区/潼南区	
2247	荣昌区	500153	500100	3	重庆市/市辖区/荣昌区	
2248	开州区	500154	500100	3	重庆市/市辖区/开州区	
2249	梁平区	500155	500100	3	重庆市/市辖区/梁平区	
2250	武隆区	500156	500100	3	重庆市/市辖区/武隆区	
2251	城口县	500229	500000	3	重庆市/城口县	
2252	丰都县	500230	500000	3	重庆市/丰都县	
2253	垫江县	500231	500000	3	重庆市/垫江县	
2254	忠县	500233	500000	3	重庆市/忠县	
2255	云阳县	500235	500000	3	重庆市/云阳县	
2256	奉节县	500236	500000	3	重庆市/奉节县	
2257	巫山县	500237	500000	3	重庆市/巫山县	
2258	巫溪县	500238	500000	3	重庆市/巫溪县	
2259	石柱土家族自治县	500240	500000	3	重庆市/石柱土家族自治县	
2260	秀山土家族苗族自治县	500241	500000	3	重庆市/秀山土家族苗族自治县	
2261	酉阳土家族苗族自治县	500242	500000	3	重庆市/酉阳土家族苗族自治县	
2262	彭水苗族土家族自治县	500243	500000	3	重庆市/彭水苗族土家族自治县	
2263	四川省	510000	000000	1	四川省	
2264	成都市	510100	510000	2	四川省/成都市	
2265	锦江区	510104	510100	3	四川省/成都市/锦江区	
2266	青羊区	510105	510100	3	四川省/成都市/青羊区	
2267	金牛区	510106	510100	3	四川省/成都市/金牛区	
2268	武侯区	510107	510100	3	四川省/成都市/武侯区	
2269	成华区	510108	510100	3	四川省/成都市/成华区	
2270	龙泉驿区	510112	510100	3	四川省/成都市/龙泉驿区	
2271	青白江区	510113	510100	3	四川省/成都市/青白江区	
2272	新都区	510114	510100	3	四川省/成都市/新都区	
2273	温江区	510115	510100	3	四川省/成都市/温江区	
2274	双流区	510116	510100	3	四川省/成都市/双流区	
2275	郫都区	510117	510100	3	四川省/成都市/郫都区	
2276	金堂县	510121	510100	3	四川省/成都市/金堂县	
2277	大邑县	510129	510100	3	四川省/成都市/大邑县	
2278	蒲江县	510131	510100	3	四川省/成都市/蒲江县	
2279	新津县	510132	510100	3	四川省/成都市/新津县	
2280	都江堰市	510181	510100	3	四川省/成都市/都江堰市	
2281	彭州市	510182	510100	3	四川省/成都市/彭州市	
2282	邛崃市	510183	510100	3	四川省/成都市/邛崃市	
2283	崇州市	510184	510100	3	四川省/成都市/崇州市	
2284	简阳市	510185	510100	3	四川省/成都市/简阳市	
2285	自贡市	510300	510000	2	四川省/自贡市	
2286	自流井区	510302	510300	3	四川省/自贡市/自流井区	
2287	贡井区	510303	510300	3	四川省/自贡市/贡井区	
2288	大安区	510304	510300	3	四川省/自贡市/大安区	
2289	沿滩区	510311	510300	3	四川省/自贡市/沿滩区	
2290	荣县	510321	510300	3	四川省/自贡市/荣县	
2291	富顺县	510322	510300	3	四川省/自贡市/富顺县	
2292	攀枝花市	510400	510000	2	四川省/攀枝花市	
2293	东区	510402	510400	3	四川省/攀枝花市/东区	
2294	西区	510403	510400	3	四川省/攀枝花市/西区	
2295	仁和区	510411	510400	3	四川省/攀枝花市/仁和区	
2296	米易县	510421	510400	3	四川省/攀枝花市/米易县	
2297	盐边县	510422	510400	3	四川省/攀枝花市/盐边县	
2298	泸州市	510500	510000	2	四川省/泸州市	
2299	江阳区	510502	510500	3	四川省/泸州市/江阳区	
2300	纳溪区	510503	510500	3	四川省/泸州市/纳溪区	
2301	龙马潭区	510504	510500	3	四川省/泸州市/龙马潭区	
2302	泸县	510521	510500	3	四川省/泸州市/泸县	
2303	合江县	510522	510500	3	四川省/泸州市/合江县	
2304	叙永县	510524	510500	3	四川省/泸州市/叙永县	
2305	古蔺县	510525	510500	3	四川省/泸州市/古蔺县	
2306	德阳市	510600	510000	2	四川省/德阳市	
2307	旌阳区	510603	510600	3	四川省/德阳市/旌阳区	
2308	罗江区	510604	510600	3	四川省/德阳市/罗江区	
2309	中江县	510623	510600	3	四川省/德阳市/中江县	
2310	广汉市	510681	510600	3	四川省/德阳市/广汉市	
2311	什邡市	510682	510600	3	四川省/德阳市/什邡市	
2312	绵竹市	510683	510600	3	四川省/德阳市/绵竹市	
2313	绵阳市	510700	510000	2	四川省/绵阳市	
2314	涪城区	510703	510700	3	四川省/绵阳市/涪城区	
2315	游仙区	510704	510700	3	四川省/绵阳市/游仙区	
2316	安州区	510705	510700	3	四川省/绵阳市/安州区	
2317	三台县	510722	510700	3	四川省/绵阳市/三台县	
2318	盐亭县	510723	510700	3	四川省/绵阳市/盐亭县	
2319	梓潼县	510725	510700	3	四川省/绵阳市/梓潼县	
2320	北川羌族自治县	510726	510700	3	四川省/绵阳市/北川羌族自治县	
2321	平武县	510727	510700	3	四川省/绵阳市/平武县	
2322	江油市	510781	510700	3	四川省/绵阳市/江油市	
2323	广元市	510800	510000	2	四川省/广元市	
2324	利州区	510802	510800	3	四川省/广元市/利州区	
2325	昭化区	510811	510800	3	四川省/广元市/昭化区	
2326	朝天区	510812	510800	3	四川省/广元市/朝天区	
2327	旺苍县	510821	510800	3	四川省/广元市/旺苍县	
2328	青川县	510822	510800	3	四川省/广元市/青川县	
2329	剑阁县	510823	510800	3	四川省/广元市/剑阁县	
2330	苍溪县	510824	510800	3	四川省/广元市/苍溪县	
2331	遂宁市	510900	510000	2	四川省/遂宁市	
2332	船山区	510903	510900	3	四川省/遂宁市/船山区	
2333	安居区	510904	510900	3	四川省/遂宁市/安居区	
2334	蓬溪县	510921	510900	3	四川省/遂宁市/蓬溪县	
2335	大英县	510923	510900	3	四川省/遂宁市/大英县	
2336	射洪市	510981	510900	3	四川省/遂宁市/射洪市	
2337	内江市	511000	510000	2	四川省/内江市	
2338	市中区	511002	511000	3	四川省/内江市/市中区	
2339	东兴区	511011	511000	3	四川省/内江市/东兴区	
2340	威远县	511024	511000	3	四川省/内江市/威远县	
2341	资中县	511025	511000	3	四川省/内江市/资中县	
2342	隆昌市	511083	511000	3	四川省/内江市/隆昌市	
2343	乐山市	511100	510000	2	四川省/乐山市	
2344	市中区	511102	511100	3	四川省/乐山市/市中区	
2345	沙湾区	511111	511100	3	四川省/乐山市/沙湾区	
2346	五通桥区	511112	511100	3	四川省/乐山市/五通桥区	
2347	金口河区	511113	511100	3	四川省/乐山市/金口河区	
2348	犍为县	511123	511100	3	四川省/乐山市/犍为县	
2349	井研县	511124	511100	3	四川省/乐山市/井研县	
2350	夹江县	511126	511100	3	四川省/乐山市/夹江县	
2351	沐川县	511129	511100	3	四川省/乐山市/沐川县	
2352	峨边彝族自治县	511132	511100	3	四川省/乐山市/峨边彝族自治县	
2353	马边彝族自治县	511133	511100	3	四川省/乐山市/马边彝族自治县	
2354	峨眉山市	511181	511100	3	四川省/乐山市/峨眉山市	
2355	南充市	511300	510000	2	四川省/南充市	
2356	顺庆区	511302	511300	3	四川省/南充市/顺庆区	
2357	高坪区	511303	511300	3	四川省/南充市/高坪区	
2358	嘉陵区	511304	511300	3	四川省/南充市/嘉陵区	
2359	南部县	511321	511300	3	四川省/南充市/南部县	
2360	营山县	511322	511300	3	四川省/南充市/营山县	
2361	蓬安县	511323	511300	3	四川省/南充市/蓬安县	
2362	仪陇县	511324	511300	3	四川省/南充市/仪陇县	
2363	西充县	511325	511300	3	四川省/南充市/西充县	
2364	阆中市	511381	511300	3	四川省/南充市/阆中市	
2365	眉山市	511400	510000	2	四川省/眉山市	
2366	东坡区	511402	511400	3	四川省/眉山市/东坡区	
2367	彭山区	511403	511400	3	四川省/眉山市/彭山区	
2368	仁寿县	511421	511400	3	四川省/眉山市/仁寿县	
2369	洪雅县	511423	511400	3	四川省/眉山市/洪雅县	
2370	丹棱县	511424	511400	3	四川省/眉山市/丹棱县	
2371	青神县	511425	511400	3	四川省/眉山市/青神县	
2372	宜宾市	511500	510000	2	四川省/宜宾市	
2373	翠屏区	511502	511500	3	四川省/宜宾市/翠屏区	
2374	南溪区	511503	511500	3	四川省/宜宾市/南溪区	
2375	叙州区	511504	511500	3	四川省/宜宾市/叙州区	
2376	江安县	511523	511500	3	四川省/宜宾市/江安县	
2377	长宁县	511524	511500	3	四川省/宜宾市/长宁县	
2378	高县	511525	511500	3	四川省/宜宾市/高县	
2379	珙县	511526	511500	3	四川省/宜宾市/珙县	
2380	筠连县	511527	511500	3	四川省/宜宾市/筠连县	
2381	兴文县	511528	511500	3	四川省/宜宾市/兴文县	
2382	屏山县	511529	511500	3	四川省/宜宾市/屏山县	
2383	广安市	511600	510000	2	四川省/广安市	
2384	广安区	511602	511600	3	四川省/广安市/广安区	
2385	前锋区	511603	511600	3	四川省/广安市/前锋区	
2386	岳池县	511621	511600	3	四川省/广安市/岳池县	
2387	武胜县	511622	511600	3	四川省/广安市/武胜县	
2388	邻水县	511623	511600	3	四川省/广安市/邻水县	
2389	华蓥市	511681	511600	3	四川省/广安市/华蓥市	
2390	达州市	511700	510000	2	四川省/达州市	
2391	通川区	511702	511700	3	四川省/达州市/通川区	
2392	达川区	511703	511700	3	四川省/达州市/达川区	
2393	宣汉县	511722	511700	3	四川省/达州市/宣汉县	
2394	开江县	511723	511700	3	四川省/达州市/开江县	
2395	大竹县	511724	511700	3	四川省/达州市/大竹县	
2396	渠县	511725	511700	3	四川省/达州市/渠县	
2397	万源市	511781	511700	3	四川省/达州市/万源市	
2398	雅安市	511800	510000	2	四川省/雅安市	
2399	雨城区	511802	511800	3	四川省/雅安市/雨城区	
2400	名山区	511803	511800	3	四川省/雅安市/名山区	
2401	荥经县	511822	511800	3	四川省/雅安市/荥经县	
2402	汉源县	511823	511800	3	四川省/雅安市/汉源县	
2403	石棉县	511824	511800	3	四川省/雅安市/石棉县	
2404	天全县	511825	511800	3	四川省/雅安市/天全县	
2405	芦山县	511826	511800	3	四川省/雅安市/芦山县	
2406	宝兴县	511827	511800	3	四川省/雅安市/宝兴县	
2407	巴中市	511900	510000	2	四川省/巴中市	
2408	巴州区	511902	511900	3	四川省/巴中市/巴州区	
2409	恩阳区	511903	511900	3	四川省/巴中市/恩阳区	
2410	通江县	511921	511900	3	四川省/巴中市/通江县	
2411	南江县	511922	511900	3	四川省/巴中市/南江县	
2412	平昌县	511923	511900	3	四川省/巴中市/平昌县	
2413	资阳市	512000	510000	2	四川省/资阳市	
2414	雁江区	512002	512000	3	四川省/资阳市/雁江区	
2415	安岳县	512021	512000	3	四川省/资阳市/安岳县	
2416	乐至县	512022	512000	3	四川省/资阳市/乐至县	
2417	阿坝藏族羌族自治州	513200	510000	2	四川省/阿坝藏族羌族自治州	
2418	马尔康市	513201	513200	3	四川省/阿坝藏族羌族自治州/马尔康市	
2419	汶川县	513221	513200	3	四川省/阿坝藏族羌族自治州/汶川县	
2420	理县	513222	513200	3	四川省/阿坝藏族羌族自治州/理县	
2421	茂县	513223	513200	3	四川省/阿坝藏族羌族自治州/茂县	
2422	松潘县	513224	513200	3	四川省/阿坝藏族羌族自治州/松潘县	
2423	九寨沟县	513225	513200	3	四川省/阿坝藏族羌族自治州/九寨沟县	
2424	金川县	513226	513200	3	四川省/阿坝藏族羌族自治州/金川县	
